title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
DO LADO DE CÁ,LEANDRO LOURENÇO SALERNO,do lado de ca,,DO LADO DE CÁ,,leandro lourenco salerno,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DO LADO DE CÁ,LEANDRO LOURENÇO SALERNO,do lado de ca,,DO LADO DE CÁ,,leandro lourenco salerno,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CINDERELA,ANGELA MARIA,cinderela,,CINDERELA,T-039.134.790-2,angela maria,t-039.134.790-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CINDERELA,ANGELA MARIA,cinderela,,CINDERELA,T-040.453.901-0,angela maria,t-040.453.901-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,T-303.019.880-8,nova banda do ratinho,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,T-303.019.880-8,nova banda do ratinho,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,NOVA BANDA DO RATINHO,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,nova banda do ratinho,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,NOVA BANDA DO RATINHO,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,nova banda do ratinho,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,NOVA BANDA DO RATINHO,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,nova banda do ratinho,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
AQUELAS COISAS,NOVA BANDA DO RATINHO,aquelas coisas,,AQUELAS COISAS,T-317.817.145-0,nova banda do ratinho,t-317.817.145-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VIDA LOKA,MILENE,vida loka,,VIDA LOKA,T-304.714.866-9,milene,t-304.714.866-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VIDA LOKA,MILENE,vida loka,,VIDA LOKA,T-304.714.866-9,milene,t-304.714.866-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DIANA,NOVA BANDA DO RATINHO,diana,,DIANA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OI,BANDA SILVIO SANTOS,oi,,OI,,banda silvio santos,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERMELHO,NATASCHA PIVA/GIL FERRAZ/LUZ,vermelho,,VERMELHO,T-313.315.106-7,natascha piva/gil ferraz/luz,t-313.315.106-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FICA,LEANDRO LOURENÇO SALERNO,fica,,FICA,,leandro lourenco salerno,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,LEANDRO LOURENÇO SALERNO,verdade,,VERDADE,T-302.003.913-4,leandro lourenco salerno,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,LEANDRO LOURENÇO SALERNO,verdade,,VERDADE,T-302.003.913-4,leandro lourenco salerno,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAGALUMES,LEANDRO LOURENÇO SALERNO,vagalumes,,VAGALUMES,T-932.504.060-6,leandro lourenco salerno,t-932.504.060-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAGALUMES,LEANDRO LOURENÇO SALERNO,vagalumes,,VAGALUMES,T-932.504.060-6,leandro lourenco salerno,t-932.504.060-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAGALUMES,LEANDRO LOURENÇO SALERNO,vagalumes,,VAGALUMES,T-932.504.060-6,leandro lourenco salerno,t-932.504.060-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,,luan santana,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,T-312.550.698-7,luan santana,t-312.550.698-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,,luan santana,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,T-312.550.698-7,luan santana,t-312.550.698-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
TETO DE VIDRO,BANDA SILVIO SANTOS,teto de vidro,,TETO DE VIDRO,T-321.537.364-7,banda silvio santos,t-321.537.364-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAMOS FUGIR,BANDA SILVIO SANTOS,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,banda silvio santos,t-305.415.581-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAMOS FUGIR,BANDA SILVIO SANTOS,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,banda silvio santos,t-305.415.581-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ERA UMA VEZ,KELL SMITH,era uma vez,,ERA UMA VEZ,,kell smith,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,NATASCHA PIVA,verdade,,VERDADE,T-302.003.913-4,natascha piva,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,NATASCHA PIVA,verdade,,VERDADE,T-302.003.913-4,natascha piva,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-303.014.916-3,psirico,t-303.014.916-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-304.715.440-1,psirico,t-304.715.440-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-325.955.974-1,psirico,t-325.955.974-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,IZA VICTÓRIA,girassol,,GIRASSOL,T-335.572.256-0,iza victoria,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BALMAIN,MC DANIEL,balmain,,BALMAIN,,mc daniel,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,LEANDRO LOURENÇO SALERNO,primavera,,PRIMAVERA,T-330.191.323-1,leandro lourenco salerno,t-330.191.323-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,LEANDRO LOURENÇO SALERNO,primavera,,PRIMAVERA,T-040.160.962-8,leandro lourenco salerno,t-040.160.962-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ANOITECEU,JEITO MOLEQUE/LUCAS MORATO/MR. DAN/PÉRICLES/SAMBÔ/THIAGUINHO,anoiteceu,,ANOITECEU,T-311.955.867-3,jeito moleque/lucas morato/mr. dan/pericles/sambo/thiaguinho,t-311.955.867-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ANOITECEU,CIRCO DO TIRULIPA,anoiteceu,,ANOITECEU,T-311.955.867-3,circo do tirulipa,t-311.955.867-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,PRISCILLA,girassol,,GIRASSOL,T-335.572.256-0,priscilla,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,TIAGO BARNABÉ,girassol,,GIRASSOL,T-335.572.256-0,tiago barnabe,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,TIAGO BARNABÉ,girassol,,GIRASSOL,T-335.572.256-0,tiago barnabe,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PAPI,JENNIFER LOPEZ,papi,,PAPI,T-300.970.750-6,jennifer lopez,t-300.970.750-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PAPI,JENNIFER LOPEZ,papi,,PAPI,,jennifer lopez,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SOU EU,TRAIA VÉIA,sou eu,,SOU EU,T-042.615.532-9,traia veia,t-042.615.532-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SOU EU,TRAIA VÉIA,sou eu,,SOU EU,T-042.615.532-9,traia veia,t-042.615.532-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SOU EU,TRAIA VÉIA,sou eu,,SOU EU,T-042.615.532-9,traia veia,t-042.615.532-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SE FOI,BRUNINHO SCANDALLI,se foi,,SE FOI,T-039.497.697-6,bruninho scandalli,t-039.497.697-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MEIA NOITE,RAFAEL/CIDA,meia noite,,MEIA NOITE,T-305.213.991-6,rafael/cida,t-305.213.991-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MEIA NOITE,RAFAEL/CIDA,meia noite,,MEIA NOITE,,rafael/cida,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SEBASTIANA,NOVA BANDA DO RATINHO,sebastiana,,SEBASTIANA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ISRAEL,ULTRAJE A RIGOR,israel,,ISRAEL,T-333.176.563-6,ultraje a rigor,t-333.176.563-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ISRAEL,ULTRAJE A RIGOR,israel,,ISRAEL,T-333.176.563-6,ultraje a rigor,t-333.176.563-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-315.799.145-8,luz/ natascha piva/ gil ferraz,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-316.180.981-6,luz/ natascha piva/ gil ferraz,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-326.766.166-1,luz/ natascha piva/ gil ferraz,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-315.799.145-8,luz/ natascha piva/ gil ferraz,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-316.180.981-6,luz/ natascha piva/ gil ferraz,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-326.766.166-1,luz/ natascha piva/ gil ferraz,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
IDENTIDADE,LEANDRO LOURENÇO SALERNO,identidade,,IDENTIDADE,T-039.497.763-9,leandro lourenco salerno,t-039.497.763-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OUTDOOR,BANDA SILVIO SANTOS,outdoor,,OUTDOOR,T-301.719.331-2,banda silvio santos,t-301.719.331-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OUTDOOR,BANDA SILVIO SANTOS,outdoor,,OUTDOOR,T-301.719.331-2,banda silvio santos,t-301.719.331-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-306.509.964-7,leandro lourenco salerno,t-306.509.964-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-039.751.632-3,leandro lourenco salerno,t-039.751.632-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,,leandro lourenco salerno,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-305.264.938-0,leandro lourenco salerno,t-305.264.938-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OI,LEANDRO LOURENÇO SALERNO,oi,,OI,,leandro lourenco salerno,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MAGICA,GUGO E GUILHERME,magica,,MÁGICA,T-307.416.503-6,gugo e guilherme,t-307.416.503-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MAGICA,GUGO E GUILHERME,magica,,MÁGICA,T-307.416.503-6,gugo e guilherme,t-307.416.503-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,RAFINHA/BALLET,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,rafinha/ballet,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,RAFINHA/BALLET,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,rafinha/ballet,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,RAFINHA/BALLET,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,rafinha/ballet,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PARA QUE TÁ FEIO,KAMISA10,para que ta feio,,PARA QUE TÁ FEIO,T-303.766.127-7,kamisa10,t-303.766.127-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,TIM MAIA,primavera,,PRIMAVERA,T-330.191.323-1,tim maia,t-330.191.323-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,TIM MAIA,primavera,,PRIMAVERA,T-040.160.962-8,tim maia,t-040.160.962-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ALMA,ZELIA DUNCAN,alma,,ALMA,T-300.966.231-7,zelia duncan,t-300.966.231-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ALMA,ZELIA DUNCAN,alma,,ALMA,T-300.966.231-7,zelia duncan,t-300.966.231-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DIANA,NOVA BANDA DO RATINHO,diana,,DIANA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,LUZ/NATASHA PIVA/GIL,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,luz/natasha piva/gil,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,LUZ/NATASHA PIVA/GIL,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,luz/natasha piva/gil,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,LUZ/NATASHA PIVA/GIL,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,luz/natasha piva/gil,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,T-303.019.880-8,lucas guedez,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,,lucas guedez,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,T-303.019.880-8,lucas guedez,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,,lucas guedez,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
HEY JOE,JIMMI HENDRIX,hey joe,,HEY JOE,T-310.669.168-9,jimmi hendrix,t-310.669.168-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GOLD,STEPHANIE KIARA,gold,,GOLD,T-327.329.924-0,stephanie kiara,t-327.329.924-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,CLAYTON E ROMÁRIO,morena,,MORENA,,clayton e romario,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,CLAYTON E ROMÁRIO,morena,,MORENA,T-312.550.698-7,clayton e romario,t-312.550.698-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CHOCOLATE,ANGÉLICA,chocolate,,CHOCOLATE,T-322.528.891-1,angelica,t-322.528.891-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,T-303.019.880-8,ze felipe,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,,ze felipe,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,T-303.019.880-8,ze felipe,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,,ze felipe,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DEJA VU,LUAN SANTANA,deja vu,,DÉJÀ VU,T-308.187.765-4,luan santana,t-308.187.765-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CHOCOLATE,TIM MAIA,chocolate,,CHOCOLATE,T-322.528.891-1,tim maia,t-322.528.891-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,SAKAMOTO,macetando,,MACETANDO,T-318.000.000-0,sakamoto,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SEBASTIANA,NOVA BANDA DO RATINHO,sebastiana,,SEBASTIANA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
O MELHOR PRA MIM,ELI SOARES,o melhor pra mim,,O MELHOR PRA MIM,T-210.150.213-7,eli soares,t-210.150.213-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
O MELHOR PRA MIM,ELI SOARES,o melhor pra mim,,O MELHOR PRA MIM,T-210.150.213-7,eli soares,t-210.150.213-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DIANA,NOVA BANDA DO RATINHO,diana,,DIANA,,nova banda do ratinho,nan,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ABISMO,MANU BAHTIDÃO,abismo,,ABISMO,T-303.016.284-2,manu bahtidao,t-303.016.284-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
